Name of Applicant,Grant Category,Grant Amount,Grant Fiscal Year,Community Focus Combined,Community Focus: African American,Community Focus: Asian American,Community Focus: Disabled,Community Focus: Immigrant,Community Focus: L/G/B/T/Q,Community Focus: Latino American,Community Focus: Multiple People of Color,Community Focus: Native,Community Focus: Native American,Community Focus: Pacific Islander,Community Focus: Transgender,Community Focus: Women,Community Focus: No specified focus
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$304418.00,01/01/2006 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$512269.00,01/01/2006 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Native American Cultural Center,Cultural Center,$94422.00,01/01/2006 12:00:00 AM,Native ,false,false,false,false,false,false,false,true,false,false,false,false,false
Queer Cultural Center,Cultural Center,$94422.00,01/01/2006 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$583818.00,01/01/2006 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$408979.00,01/01/2007 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$88917.00,01/01/2007 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$286731.00,01/01/2007 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$482446.00,01/01/2007 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Native American Cultural Center,Cultural Center,$88917.00,01/01/2007 12:00:00 AM,Native ,false,false,false,false,false,false,false,true,false,false,false,false,false
Queer Cultural Center,Cultural Center,$88917.00,01/01/2007 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$538535.00,01/01/2007 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$466331.00,01/01/2008 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96259.00,01/01/2008 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$310399.00,01/01/2008 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$522179.00,01/01/2008 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96259.00,01/01/2008 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$583012.00,01/01/2008 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$485000.00,01/01/2009 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$98429.00,01/01/2009 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$317399.00,01/01/2009 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$533954.00,01/01/2009 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$98429.00,01/01/2009 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$596159.00,01/01/2009 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$477827.00,01/01/2010 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$477827.00,01/01/2010 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96974.00,01/01/2010 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96974.00,01/01/2010 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$312705.00,01/01/2010 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$312705.00,01/01/2010 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$526067.00,01/01/2010 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$526067.00,01/01/2010 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96974.00,01/01/2010 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96974.00,01/01/2010 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$587343.00,01/01/2010 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$587343.00,01/01/2010 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$477827.00,01/01/2011 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$477827.00,01/01/2011 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96974.00,01/01/2011 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96974.00,01/01/2011 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$312705.00,01/01/2011 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$312705.00,01/01/2011 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$526067.00,01/01/2011 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$526067.00,01/01/2011 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96974.00,01/01/2011 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96974.00,01/01/2011 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$587343.00,01/01/2011 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$587343.00,01/01/2011 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$474206.00,01/01/2012 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$474206.00,01/01/2012 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96670.00,01/01/2012 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$96670.00,01/01/2012 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$311658.00,01/01/2012 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$311658.00,01/01/2012 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$522923.00,01/01/2012 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$522923.00,01/01/2012 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96670.00,01/01/2012 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$96670.00,01/01/2012 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$584357.00,01/01/2012 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$584357.00,01/01/2012 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$581723.00,01/01/2013 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$581723.00,01/01/2013 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$98507.00,01/01/2013 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Asian Pacific Islander Cultural Center,Cultural Center,$98507.00,01/01/2013 12:00:00 AM,Asian American,false,true,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$317580.00,01/01/2013 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Bayview Opera House Ruth Williams Memorial Theater,Cultural Center,$317580.00,01/01/2013 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$532859.00,01/01/2013 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Mission Cultural Center for Latino American Arts,Cultural Center,$532859.00,01/01/2013 12:00:00 AM,Latino American,false,false,false,false,false,true,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$98507.00,01/01/2013 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
Queer Cultural Center,Cultural Center,$98507.00,01/01/2013 12:00:00 AM,L/G/B/T/Q,false,false,false,false,true,false,false,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$595460.00,01/01/2013 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
SOMArts Cultural Centers,Cultural Center,$595460.00,01/01/2013 12:00:00 AM,Multiple People of Color,false,false,false,false,false,false,true,false,false,false,false,false,false
African American Art & Culture Complex,Cultural Center,$514005.00,01/01/2014 12:00:00 AM,African American,true,false,false,false,false,false,false,false,false,false,false,false,false
